file_name,field_name,data_type,sql_data_type,count_of_nulls,count_of_non_nulls,percent_nulls,count_of_distinct_values,is_unique,is_constant,most_frequent_value,frequency_of_most_common,min_value,max_value,mean_value,median_value,std_deviation,min_length,max_length,pattern_sample,smallest_five_values,largest_five_values,five_most_frequent_values
Customer.csv,City,object,VARCHAR,0,59,0.0,53,False,False,Berlin,2,Amsterdam,Yellowknife,,,,4,19,"Madrid, Montréal, Berlin","['Amsterdam', 'Bangalore', 'Berlin', 'Bordeaux', 'Boston']","['Vancouver', 'Vienne', 'Warsaw', 'Winnipeg', 'Yellowknife']","{'Prague': 2, 'Berlin': 2, 'Paris': 2, 'São Paulo': 2, 'London': 2}"
Customer.csv,State,object,VARCHAR,29,30,49.152542372881356,25,False,False,CA,3,AB,WI,,,,2,6,"WI, ON, NY","['AB', 'AZ', 'BC', 'CA', 'DF']","['TX', 'UT', 'VV', 'WA', 'WI']","{'SP': 3, 'CA': 3, 'ON': 2, 'WI': 1, 'VV': 1}"
Customer.csv,Country,object,VARCHAR,0,59,0.0,24,False,False,USA,13,Argentina,United Kingdom,,,,3,14,"Spain, Canada, Germany","['Argentina', 'Australia', 'Austria', 'Belgium', 'Brazil']","['Portugal', 'Spain', 'Sweden', 'USA', 'United Kingdom']","{'USA': 13, 'Canada': 8, 'Brazil': 5, 'France': 5, 'Germany': 4}"
Customer.csv,PostalCode,object,VARCHAR,4,55,6.779661016949152,55,False,False,00-358,1,00-358,X1A 1N6,,,,4,10,"B3S 1C5, H2G 1A7, 85719","['00-358', '00192', '00530', '01007-010', '01310-200']","['R3L 2B9', 'SW1V 3EN', 'T6G 2C7', 'V6C 1G8', 'X1A 1N6']","{'12227-000': 1, '00530': 1, 'B3S 1C5': 1, 'R3L 2B9': 1, 'X1A 1N6': 1}"
Customer.csv,Phone,object,VARCHAR,1,58,1.694915254237288,58,False,False,+1 (204) 452-6452,1,+1 (204) 452-6452,+91 080 22289999,,,,14,19,"+34 914 454 454, +1 (514) 721-4711, +49 030 26550280","['+1 (204) 452-6452', '+1 (212) 221-3546', '+1 (312) 332-3232', '+1 (407) 999-7788', '+1 (408) 996-1010']","['+55 (61) 3363-5547', '+56 (0)2 635 4444', '+61 (02) 9332 3633', '+91 0124 39883988', '+91 080 22289999']","{'+55 (12) 3923-5555': 1, '+358 09 870 2000': 1, '+1 (204) 452-6452': 1, '+1 (867) 920-2233': 1, '+351 (213) 466-111': 1}"
Customer.csv,Fax,object,VARCHAR,47,12,79.66101694915254,12,False,False,+1 (212) 221-4679,1,+1 (212) 221-4679,+55 (61) 3363-7855,,,,16,18,"+55 (11) 3033-4564, +55 (11) 3055-8131, +55 (21) 2271-7070","['+1 (212) 221-4679', '+1 (408) 996-1011', '+1 (425) 882-8081', '+1 (604) 688-8756', '+1 (650) 253-0000']","['+55 (11) 3033-4564', '+55 (11) 3055-8131', '+55 (12) 3923-5566', '+55 (21) 2271-7070', '+55 (61) 3363-7855']","{'+55 (12) 3923-5566': 1, '+420 2 4172 5555': 1, '+55 (11) 3033-4564': 1, '+55 (11) 3055-8131': 1, '+55 (21) 2271-7070': 1}"
Customer.csv,Email,object,VARCHAR,0,59,0.0,59,True,False,aaronmitchell@yahoo.ca,1,aaronmitchell@yahoo.ca,wyatt.girard@yahoo.fr,,,,15,29,"enrique_munoz@yahoo.es, ftremblay@gmail.com, hannah.schneider@yahoo.de","['aaronmitchell@yahoo.ca', 'alero@uol.com.br', 'astrid.gruber@apple.at', 'bjorn.hansen@yahoo.no', 'camille.bernard@yahoo.fr']","['steve.murray@yahoo.uk', 'terhi.hamalainen@apple.fi', 'tgoyer@apple.com', 'vstevens@yahoo.com', 'wyatt.girard@yahoo.fr']","{'luisg@embraer.com.br': 1, 'ladislav_kovacs@apple.hu': 1, 'ellie.sullivan@shaw.ca': 1, 'jfernandes@yahoo.pt': 1, 'masampaio@sapo.pt': 1}"
Customer.csv,SupportRepId,int64,INTEGER,0,59,0.0,3,False,False,3,21,3,5,3.9491525423728815,4.0,0.8184031721539823,1,1,"5, 3","['3', '4', '5']","['3', '4', '5']","{3: 21, 4: 20, 5: 18}"
Employee.csv,EmployeeId,int64,INTEGER,0,8,0.0,8,True,False,1,1,1,8,4.5,4.5,2.449489742783178,1,1,"8, 3, 2","['1', '2', '3', '4', '5']","['4', '5', '6', '7', '8']","{1: 1, 2: 1, 3: 1, 4: 1, 5: 1}"
Employee.csv,LastName,object,VARCHAR,0,8,0.0,8,True,False,Adams,1,Adams,Peacock,,,,4,8,"Callahan, Peacock, Edwards","['Adams', 'Callahan', 'Edwards', 'Johnson', 'King']","['Johnson', 'King', 'Mitchell', 'Park', 'Peacock']","{'Adams': 1, 'Edwards': 1, 'Peacock': 1, 'Park': 1, 'Johnson': 1}"
Employee.csv,FirstName,object,VARCHAR,0,8,0.0,8,True,False,Andrew,1,Andrew,Steve,,,,4,8,"Laura, Jane, Nancy","['Andrew', 'Jane', 'Laura', 'Margaret', 'Michael']","['Margaret', 'Michael', 'Nancy', 'Robert', 'Steve']","{'Andrew': 1, 'Nancy': 1, 'Jane': 1, 'Margaret': 1, 'Steve': 1}"
Employee.csv,Title,object,VARCHAR,0,8,0.0,5,False,False,Sales Support Agent,3,General Manager,Sales Support Agent,,,,8,19,"IT Staff, Sales Support Agent, Sales Manager","['General Manager', 'IT Manager', 'IT Staff', 'Sales Manager', 'Sales Support Agent']","['General Manager', 'IT Manager', 'IT Staff', 'Sales Manager', 'Sales Support Agent']","{'Sales Support Agent': 3, 'IT Staff': 2, 'General Manager': 1, 'Sales Manager': 1, 'IT Manager': 1}"
Employee.csv,ReportsTo,float64,FLOAT,1,7,12.5,3,False,False,2.0,3,1.0,6.0,2.857142857142857,2.0,2.193062655175134,3,3,"6.0, 2.0","['1.0', '2.0', '6.0']","['1.0', '2.0', '6.0']","{2.0: 3, 1.0: 2, 6.0: 2}"
Employee.csv,BirthDate,object,DATETIME,0,8,0.0,8,True,False,1947-09-19 00:00:00,1,1947-09-19 00:00:00,1973-08-29 00:00:00,,,,19,19,"1968-01-09 00:00:00, 1973-08-29 00:00:00, 1958-12-08 00:00:00","['1947-09-19 00:00:00', '1958-12-08 00:00:00', '1962-02-18 00:00:00', '1965-03-03 00:00:00', '1968-01-09 00:00:00']","['1965-03-03 00:00:00', '1968-01-09 00:00:00', '1970-05-29 00:00:00', '1973-07-01 00:00:00', '1973-08-29 00:00:00']","{'1962-02-18 00:00:00': 1, '1958-12-08 00:00:00': 1, '1973-08-29 00:00:00': 1, '1947-09-19 00:00:00': 1, '1965-03-03 00:00:00': 1}"
Employee.csv,HireDate,object,DATETIME,0,8,0.0,7,False,False,2003-10-17 00:00:00,2,2002-04-01 00:00:00,2004-03-04 00:00:00,,,,19,19,"2004-03-04 00:00:00, 2002-04-01 00:00:00, 2002-05-01 00:00:00","['2002-04-01 00:00:00', '2002-05-01 00:00:00', '2002-08-14 00:00:00', '2003-05-03 00:00:00', '2003-10-17 00:00:00']","['2002-08-14 00:00:00', '2003-05-03 00:00:00', '2003-10-17 00:00:00', '2004-01-02 00:00:00', '2004-03-04 00:00:00']","{'2003-10-17 00:00:00': 2, '2002-08-14 00:00:00': 1, '2002-05-01 00:00:00': 1, '2002-04-01 00:00:00': 1, '2003-05-03 00:00:00': 1}"
Employee.csv,Address,object,VARCHAR,0,8,0.0,8,True,False,1111 6 Ave SW,1,1111 6 Ave SW,923 7 ST NW,,,,11,27,"923 7 ST NW, 1111 6 Ave SW, 825 8 Ave SW","['1111 6 Ave SW', '11120 Jasper Ave NW', '5827 Bowness Road NW', '590 Columbia Boulevard West', '683 10 Street SW']","['590 Columbia Boulevard West', '683 10 Street SW', '7727B 41 Ave', '825 8 Ave SW', '923 7 ST NW']","{'11120 Jasper Ave NW': 1, '825 8 Ave SW': 1, '1111 6 Ave SW': 1, '683 10 Street SW': 1, '7727B 41 Ave': 1}"
Employee.csv,City,object,VARCHAR,0,8,0.0,3,False,False,Calgary,5,Calgary,Lethbridge,,,,7,10,"Lethbridge, Calgary","['Calgary', 'Edmonton', 'Lethbridge']","['Calgary', 'Edmonton', 'Lethbridge']","{'Calgary': 5, 'Lethbridge': 2, 'Edmonton': 1}"
Employee.csv,State,object,VARCHAR,0,8,0.0,1,False,True,AB,8,AB,AB,,,,2,2,AB,['AB'],['AB'],{'AB': 8}
Employee.csv,Country,object,VARCHAR,0,8,0.0,1,False,True,Canada,8,Canada,Canada,,,,6,6,Canada,['Canada'],['Canada'],{'Canada': 8}
Employee.csv,PostalCode,object,VARCHAR,0,8,0.0,8,True,False,T1H 1Y8,1,T1H 1Y8,T5K 2N1,,,,7,7,"T1H 1Y8, T2P 5M5, T2P 2T3","['T1H 1Y8', 'T1K 5N8', 'T2P 2T3', 'T2P 5G3', 'T2P 5M5']","['T2P 5G3', 'T2P 5M5', 'T3B 0C5', 'T3B 1Y7', 'T5K 2N1']","{'T5K 2N1': 1, 'T2P 2T3': 1, 'T2P 5M5': 1, 'T2P 5G3': 1, 'T3B 1Y7': 1}"
Employee.csv,Phone,object,VARCHAR,0,8,0.0,7,False,False,+1 (403) 262-3443,2,+1 (403) 246-9887,1 (780) 836-9987,,,,16,17,"+1 (403) 467-3351, +1 (403) 262-3443","['+1 (403) 246-9887', '+1 (403) 262-3443', '+1 (403) 263-4423', '+1 (403) 456-9986', '+1 (403) 467-3351']","['+1 (403) 263-4423', '+1 (403) 456-9986', '+1 (403) 467-3351', '+1 (780) 428-9482', '1 (780) 836-9987']","{'+1 (403) 262-3443': 2, '+1 (780) 428-9482': 1, '+1 (403) 263-4423': 1, '1 (780) 836-9987': 1, '+1 (403) 246-9887': 1}"
Employee.csv,Fax,object,VARCHAR,0,8,0.0,8,True,False,+1 (403) 246-9899,1,+1 (403) 246-9899,1 (780) 836-9543,,,,16,17,"+1 (403) 467-8772, +1 (403) 262-6712, +1 (403) 262-3322","['+1 (403) 246-9899', '+1 (403) 262-3322', '+1 (403) 262-6712', '+1 (403) 263-4289', '+1 (403) 456-8485']","['+1 (403) 263-4289', '+1 (403) 456-8485', '+1 (403) 467-8772', '+1 (780) 428-3457', '1 (780) 836-9543']","{'+1 (780) 428-3457': 1, '+1 (403) 262-3322': 1, '+1 (403) 262-6712': 1, '+1 (403) 263-4289': 1, '1 (780) 836-9543': 1}"
Employee.csv,Email,object,VARCHAR,0,8,0.0,8,True,False,andrew@chinookcorp.com,1,andrew@chinookcorp.com,steve@chinookcorp.com,,,,20,24,"laura@chinookcorp.com, jane@chinookcorp.com, nancy@chinookcorp.com","['andrew@chinookcorp.com', 'jane@chinookcorp.com', 'laura@chinookcorp.com', 'margaret@chinookcorp.com', 'michael@chinookcorp.com']","['margaret@chinookcorp.com', 'michael@chinookcorp.com', 'nancy@chinookcorp.com', 'robert@chinookcorp.com', 'steve@chinookcorp.com']","{'andrew@chinookcorp.com': 1, 'nancy@chinookcorp.com': 1, 'jane@chinookcorp.com': 1, 'margaret@chinookcorp.com': 1, 'steve@chinookcorp.com': 1}"
Genre.csv,GenreId,int64,INTEGER,0,25,0.0,25,True,False,1,1,1,9,13.0,13.0,7.359800721939872,1,2,"15, 14, 18","['1', '10', '11', '12', '13']","['5', '6', '7', '8', '9']","{1: 1, 14: 1, 24: 1, 23: 1, 22: 1}"
Genre.csv,Name,object,VARCHAR,0,25,0.0,25,True,False,Alternative,1,Alternative,World,,,,3,18,"Electronica/Dance, R&B/Soul, Science Fiction","['Alternative', 'Alternative & Punk', 'Blues', 'Bossa Nova', 'Classical']","['Sci Fi & Fantasy', 'Science Fiction', 'Soundtrack', 'TV Shows', 'World']","{'Rock': 1, 'R&B/Soul': 1, 'Classical': 1, 'Alternative': 1, 'Comedy': 1}"
Invoice.csv,InvoiceId,int64,INTEGER,0,412,0.0,412,True,False,1,1,1,99,206.5,206.5,119.07840554301467,1,3,"259, 30, 188","['1', '10', '100', '101', '102']","['95', '96', '97', '98', '99']","{1: 1, 272: 1, 282: 1, 281: 1, 280: 1}"
Invoice.csv,CustomerId,int64,INTEGER,0,412,0.0,59,False,False,1,7,1,9,29.929611650485437,30.0,17.010584849707833,1,2,"49, 38, 22","['1', '10', '11', '12', '13']","['59', '6', '7', '8', '9']","{2: 7, 5: 7, 53: 7, 6: 7, 29: 7}"
Invoice.csv,InvoiceDate,object,DATETIME,0,412,0.0,354,False,False,2009-02-01 00:00:00,2,2009-01-01 00:00:00,2013-12-22 00:00:00,,,,19,19,"2012-02-22 00:00:00, 2009-05-06 00:00:00, 2011-04-05 00:00:00","['2009-01-01 00:00:00', '2009-01-02 00:00:00', '2009-01-03 00:00:00', '2009-01-06 00:00:00', '2009-01-11 00:00:00']","['2013-12-05 00:00:00', '2013-12-06 00:00:00', '2013-12-09 00:00:00', '2013-12-14 00:00:00', '2013-12-22 00:00:00']","{'2010-05-12 00:00:00': 2, '2009-09-06 00:00:00': 2, '2012-08-26 00:00:00': 2, '2010-08-13 00:00:00': 2, '2010-07-13 00:00:00': 2}"
Invoice.csv,BillingAddress,object,VARCHAR,0,412,0.0,59,False,False,1 Infinite Loop,7,1 Infinite Loop,"Via Degli Scipioni, 43",,,,11,40,"Ordynacka 10, Barbarossastraße 19, 120 S Orange Ave","['1 Infinite Loop', '1 Microsoft Way', '1033 N Park Ave', '11, Place Bellecour', '110 Raeburn Pl']","['Sønder Boulevard 51', 'Tauentzienstraße 8', 'Theodor-Heuss-Straße 34', 'Ullevålsveien 14', 'Via Degli Scipioni, 43']","{'Theodor-Heuss-Straße 34': 7, 'Klanova 9/506': 7, '113 Lupus St': 7, 'Rilská 3174/6': 7, '796 Dundas Street West': 7}"
Invoice.csv,BillingCity,object,VARCHAR,0,412,0.0,53,False,False,Berlin,14,Amsterdam,Yellowknife,,,,4,19,"Warsaw, Berlin, Orlando","['Amsterdam', 'Bangalore', 'Berlin', 'Bordeaux', 'Boston']","['Vancouver', 'Vienne', 'Warsaw', 'Winnipeg', 'Yellowknife']","{'Prague': 14, 'Berlin': 14, 'Paris': 14, 'London': 14, 'Mountain View': 14}"
Invoice.csv,BillingState,object,VARCHAR,202,210,49.029126213592235,25,False,False,CA,21,AB,WI,,,,2,6,"IL, FL, RM","['AB', 'AZ', 'BC', 'CA', 'DF']","['TX', 'UT', 'VV', 'WA', 'WI']","{'CA': 21, 'SP': 21, 'ON': 14, 'AB': 7, 'BC': 7}"
Invoice.csv,BillingCountry,object,VARCHAR,0,412,0.0,24,False,False,USA,91,Argentina,United Kingdom,,,,3,14,"Poland, Germany, USA","['Argentina', 'Australia', 'Austria', 'Belgium', 'Brazil']","['Portugal', 'Spain', 'Sweden', 'USA', 'United Kingdom']","{'USA': 91, 'Canada': 56, 'France': 35, 'Brazil': 35, 'Germany': 28}"
Invoice.csv,BillingPostalCode,object,VARCHAR,28,384,6.796116504854369,55,False,False,00-358,7,00-358,X1A 1N6,,,,4,10,"K2P 1L7, 76110, T6G 2C7","['00-358', '00192', '00530', '01007-010', '01310-200']","['R3L 2B9', 'SW1V 3EN', 'T6G 2C7', 'V6C 1G8', 'X1A 1N6']","{'70174': 7, '14700': 7, '14300': 7, 'M6J 1V1': 7, 'K2P 1L7': 7}"
Invoice.csv,Total,float64,FLOAT,0,412,0.0,23,False,False,1.98,111,0.99,9.91,5.651941747572814,3.96,4.745319693568107,4,5,"1.98, 3.96, 0.99","['0.99', '1.98', '1.99', '10.91', '11.94']","['6.94', '7.96', '8.91', '8.94', '9.91']","{1.98: 111, 3.96: 57, 5.94: 56, 0.99: 55, 8.91: 54}"
InvoiceLine.csv,InvoiceLineId,int64,INTEGER,0,2240,0.0,2240,True,False,1,1,1,999,1120.5,1120.5,646.7766229541695,1,4,"780, 390, 511","['1', '10', '100', '1000', '1001']","['995', '996', '997', '998', '999']","{1: 1, 1497: 1, 1491: 1, 1492: 1, 1493: 1}"
InvoiceLine.csv,InvoiceId,int64,INTEGER,0,2240,0.0,412,False,False,5,14,1,99,206.86875,207.0,119.1348772915434,1,3,"144, 73, 95","['1', '10', '100', '101', '102']","['95', '96', '97', '98', '99']","{138: 14, 208: 14, 334: 14, 383: 14, 61: 14}"
InvoiceLine.csv,TrackId,int64,INTEGER,0,2240,0.0,1984,False,False,2,2,1,999,1717.734375,1708.0,993.7979991589124,1,4,"1221, 2348, 3082","['1', '10', '1000', '1003', '1004']","['99', '990', '994', '995', '999']","{2: 2, 2096: 2, 1841: 2, 2063: 2, 2054: 2}"
InvoiceLine.csv,UnitPrice,float64,FLOAT,0,2240,0.0,2,False,False,0.99,2129,0.99,1.99,1.0395535714285715,0.99,0.21706922922779123,4,4,0.99,"['0.99', '1.99']","['0.99', '1.99']","{0.99: 2129, 1.99: 111}"
InvoiceLine.csv,Quantity,int64,INTEGER,0,2240,0.0,1,False,True,1,2240,1,1,1.0,1.0,0.0,1,1,1,['1'],['1'],{1: 2240}
MediaType.csv,MediaTypeId,int64,INTEGER,0,5,0.0,5,True,False,1,1,1,5,3.0,3.0,1.5811388300841898,1,1,"3, 2, 5","['1', '2', '3', '4', '5']","['1', '2', '3', '4', '5']","{1: 1, 2: 1, 3: 1, 4: 1, 5: 1}"
MediaType.csv,Name,object,VARCHAR,0,5,0.0,5,True,False,AAC audio file,1,AAC audio file,Purchased AAC audio file,,,,14,27,"Protected MPEG-4 video file, Protected AAC audio file, AAC audio file","['AAC audio file', 'MPEG audio file', 'Protected AAC audio file', 'Protected MPEG-4 video file', 'Purchased AAC audio file']","['AAC audio file', 'MPEG audio file', 'Protected AAC audio file', 'Protected MPEG-4 video file', 'Purchased AAC audio file']","{'MPEG audio file': 1, 'Protected AAC audio file': 1, 'Protected MPEG-4 video file': 1, 'Purchased AAC audio file': 1, 'AAC audio file': 1}"
Playlist.csv,PlaylistId,int64,INTEGER,0,18,0.0,18,True,False,1,1,1,9,9.5,9.5,5.338539126015656,1,2,"7, 4, 14","['1', '10', '11', '12', '13']","['5', '6', '7', '8', '9']","{1: 1, 2: 1, 17: 1, 16: 1, 15: 1}"
Playlist.csv,Name,object,VARCHAR,0,18,0.0,14,False,False,Audiobooks,2,90’s Music,TV Shows,,,,5,26,"Movies, Audiobooks, Classical 101 - Next Steps","['90’s Music', 'Audiobooks', 'Brazilian Music', 'Classical', 'Classical 101 - Deep Cuts']","['Movies', 'Music', 'Music Videos', 'On-The-Go 1', 'TV Shows']","{'Music': 2, 'Movies': 2, 'TV Shows': 2, 'Audiobooks': 2, '90’s Music': 1}"
PlaylistTrack.csv,PlaylistId,int64,INTEGER,0,8715,0.0,14,False,False,1,3290,1,9,4.917039586919105,5.0,3.476453131253988,1,2,"1, 8","['1', '10', '11', '12', '13']","['18', '3', '5', '8', '9']","{1: 3290, 8: 3290, 5: 1477, 3: 213, 10: 213}"
PlaylistTrack.csv,TrackId,int64,INTEGER,0,8715,0.0,3503,False,False,3403,5,1,999,1767.0816982214571,1773.0,1023.6692860428042,1,4,"1425, 3276, 242","['1', '10', '100', '1000', '1001']","['995', '996', '997', '998', '999']","{3418: 5, 3416: 5, 3438: 5, 3446: 5, 3498: 5}"
Track.csv,TrackId,int64,INTEGER,0,3503,0.0,3503,True,False,1,1,1,999,1752.0,1752.0,1011.3733237534002,1,4,"2108, 989, 3458","['1', '10', '100', '1000', '1001']","['995', '996', '997', '998', '999']","{1: 1, 2340: 1, 2329: 1, 2330: 1, 2331: 1}"
Track.csv,Name,object,VARCHAR,0,3503,0.0,3257,False,False,2 Minutes To Midnight,5,"""40""",Último Pau-De-Arara,,,,2,123,"Children Of The Grave, In Your Honor, Just Friends","['""40""', '""?""', '""Eine Kleine Nachtmusik"" Serenade In G, K. 525: I. Allegro', '#1 Zero', '#9 Dream']","['É que Nessa Encarnação Eu Nasci Manga', 'Étude 1, In C Major - Preludio (Presto) - Liszt', 'Óculos', 'Óia Eu Aqui De Novo', 'Último Pau-De-Arara']","{'The Trooper': 5, '2 Minutes To Midnight': 5, 'Wrathchild': 5, 'The Number Of The Beast': 5, 'Hallowed Be Thy Name': 5}"
Track.csv,AlbumId,int64,INTEGER,0,3503,0.0,347,False,False,141,57,1,99,140.9294890094205,141.0,81.77539475104433,1,3,"174, 79, 321","['1', '10', '100', '101', '102']","['95', '96', '97', '98', '99']","{141: 57, 23: 34, 73: 30, 229: 26, 251: 25}"
Track.csv,MediaTypeId,int64,INTEGER,0,3503,0.0,5,False,False,1,3034,1,5,1.2083928061661433,1.0,0.5804430384891611,1,1,"1, 2","['1', '2', '3', '4', '5']","['1', '2', '3', '4', '5']","{1: 3034, 2: 237, 3: 214, 5: 11, 4: 7}"
Track.csv,GenreId,int64,INTEGER,0,3503,0.0,25,False,False,1,1297,1,9,5.725378247216671,3.0,6.190203703780303,1,2,"3, 1, 14","['1', '10', '11', '12', '13']","['5', '6', '7', '8', '9']","{1: 1297, 7: 579, 3: 374, 4: 332, 2: 130}"
Track.csv,Composer,object,VARCHAR,978,2525,27.918926634313447,852,False,False,Steve Harris,80,"A. F. Iommi, W. Ward, T. Butler, J. Osbourne",roger glover,,,,2,188,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice, Mercury, Freddie, Dave, Taylor, Nate, Chris","['A. F. Iommi, W. Ward, T. Butler, J. Osbourne', 'A. Jamal', 'A.Bouchard/J.Bouchard/S.Pearlman', 'A.Isbell/A.Jones/O.Redding', 'AC/DC']","['jon lord/roger glover', 'lorenz hart/richard rodgers', 'orlando murden/ronald miller', 'rod mckuen', 'roger glover']","{'Steve Harris': 80, 'U2': 44, 'Jagger/Richards': 35, 'Billy Corgan': 31, 'Kurt Cobain': 26}"
Track.csv,Milliseconds,int64,INTEGER,0,3503,0.0,3080,False,False,240091,4,100153,99369,393599.2121039109,255634.0,535005.4352066235,4,7,"357067, 230191, 191933","['100153', '100858', '101293', '102164', '102556']","['96888', '96914', '98115', '99108', '99369']","{240091: 4, 212062: 3, 226298: 3, 221387: 3, 285753: 3}"
Track.csv,Bytes,int64,INTEGER,0,3503,0.0,3501,False,False,10323804,2,10003747,9999506,33510207.065372538,8107896.0,105392533.66476329,5,10,"11626740, 7468463, 3098906","['10003747', '10003794', '10005675', '10009697', '10012231']","['9981359', '9985701', '9989331', '9991106', '9999506']","{17760384: 2, 10323804: 2, 11170334: 1, 8130636: 1, 6495125: 1}"
Track.csv,UnitPrice,float64,FLOAT,0,3503,0.0,2,False,False,0.99,3290,0.99,1.99,1.0508050242649158,0.99,0.2390064444263366,4,4,0.99,"['0.99', '1.99']","['0.99', '1.99']","{0.99: 3290, 1.99: 213}"
